Реплика;Эмоция;;;
Она льстила?;Joy;;;
Омрачи.;Sadness;;;
Она не нервировала?;Surprise;;;
Не поверь.;Neutral;;;
Развлеки.;Joy;;;
Не изнуряй!;Anger;;;
Не подосадуй.;Joy;;;
Не пугни?;Surprise;;;
Измайся?;Sadness;;;
Она угнетала?;Sadness;;;
Она туманилась.;Неграмматично;;;
Не утомись!;Joy;;;
Устрашай!;Fear;;;
Не дави?;Surprise;;;
Она застращала.;Fear;;;
Она давила.;Anger;;;
Убей.;Anger;;;
Она не поволновалась.;Neutral;;;
Не взорвись?;Surprise;;;
Она не затосковала.;Joy;;;
Не убойся!;Joy;;;
Не мучься!;Joy;;;
Натерпись!;Sadness;;;
Она перепугалась!;Fear;;;
Она не огорчилась?;Surprise;;;
Не раздави!;Anger;;;
Расстраивай!;Sadness;;;
Не умайся!;Anger;;;
Она веселила!;Joy;;;
Рань?;Sadness;;;
Она не утомляла!;Joy;;;
Не рань.;Sadness;;;
Удовлетворись.;Joy;;;
Она не упивалась.;Sadness;;;
Она намучилась?;Sadness;;;
Не измочаль!;Anger;;;
Она насладилась!;Joy;;;
Она встревожила!;Fear;;;
Не страдай.;Joy;;;
Не сконфузься!;Anger;;;
Не остолбеней!;Anger;;;
Не намыкайся!;Anger;;;
Она не грустила.;Joy;;;
Она не встревожилась.;Joy;;;
Она оплакивала!;Sadness;;;
Не пьяней.;Neutral;;;
Угрожай!;Anger;;;
Она кисла?;Anger;;;
Она струсила!;Fear;;;
Она не разочаровалась!;Joy;;;
Она не возмущала.;Joy;;;
Она не оплакала?;Surprise;;;
Она не светилась?;Surprise;;;
Она опечалилась.;Sadness;;;
Она рассердила.;Anger;;;
Она встряхивалась.;Joy;;;
Она не истомилась.;Joy;;;
Ледени.;Неграмматично;;;
Не запугивай?;Surprise;;;
Она не изнурила.;Joy;;;
Она раздразнила!;Anger;;;
Она погрустнела!;Sadness;;;
Остолбеней?;Fear;;;
Она перепугалась?;Fear;;;
Она подосадовала.;Sadness;;;
Не сломись?;Surprise;;;
Она не хватила.;Sadness;;;
Она не тяготила!;Joy;;;
Коли.;Neutral;;;
Огорчи!;Sadness;;;
Она леденила!;Anger;;;
Не оплачь!;Joy;;;
Она не стращала?;Surprise;;;
Угрожай.;Anger;;;
Не скучай.;Joy;;;
Она не леденела!;Neutral;;;
Тужи?;Sadness;;;
Рассмеши!;Joy;;;
Цвети!;Joy;;;
Не изнывай?;Surprise;;;
Она не сожалела?;Surprise;;;
Она взволновалась!;Fear;;;
Она не убоялась!;Joy;;;
Она не утомила.;Joy;;;
Она наскучила.;Sadness;;;
Опечаливай!;Sadness;;;
Она окрылилась.;Joy;;;
Не прогневайся.;Fear;;;
Она не изводилась?;Surprise;;;
Она не умаялась!;Joy;;;
Удручи?;Sadness;;;
Она надоела.;Anger;;;
Она серчала?;Anger;;;
Она не бесила.;Joy;;;
Она не взволновалась?;Surprise;;;
Не спугивай?;Surprise;;;
Она помрачилась!;Sadness;;;
Не затрави?;Surprise;;;
Она не рыдала?;Surprise;;;
Плавай!;Neutral;;;
Не любуйся!;Anger;;;
Недолюбливай.;Sadness;;;
Она раздражала!;Anger;;;
Она опечалилась!;Sadness;;;
Она не сокрушалась?;Surprise;;;
Она не трусила!;Joy;;;
Не изматывайся?;Surprise;;;
Она нервничала.;Fear;;;
Она не погрустила.;Joy;;;
Не плавай.;Neutral;;;
Она не тужила.;Joy;;;
Она истосковалась.;Sadness;;;
Она не жалела?;Surprise;;;
Она не уважала.;Anger;;;
Она насыщалась?;Joy;;;
Не ужасайся.;Neutral;;;
Она не подступала!;Anger;;;
Она скорбела?;Sadness;;;
Загрусти.;Sadness;;;
Она забеспокоилась.;Fear;;;
Не подбодрись.;Sadness;;;
Раздражайся?;Anger;;;
Не подивись.;Neutral;;;
Она плакала?;Sadness;;;
Она беспокоила!;Fear;;;
Она исстрадалась.;Sadness;;;
Не напугай?;Surprise;;;
Не поразись?;Surprise;;;
Она огорчилась?;Sadness;;;
Не взорви!;Anger;;;
Она не воскрешала?;Surprise;;;
Она поощряла.;Joy;;;
Прогневайся!;Anger;;;
Намучься!;Sadness;;;
Она печалилась!;Sadness;;;
Она повредила!;Anger;;;
Не удовлетворись!;Sadness;;;
Не раздражись?;Surprise;;;
Леденей.;Fear;;;
Не опечалься.;Joy;;;
Не истоскуйся?;Surprise;;;
Помучься.;Sadness;;;
Она обеспокоилась?;Fear;;;
Она побоялась?;Fear;;;
Не выматывай!;Anger;;;
Изумляйся!;Surprise;;;
Она не измочаливала?;Surprise;;;
Стращай.;Fear;;;
Она рассерчала!;Anger;;;
Опечалься.;Sadness;;;
Ободряйся?;Joy;;;
Взволнуйся!;Fear;;;
Устрашись?;Fear;;;
Она ранила!;Anger;;;
Не ликуй?;Surprise;;;
Она не сердила!;Joy;;;
Она не взбадривалась.;Sadness;;;
Упейся.;Anger;;;
Она любовалась!;Joy;;;
Она удручала!;Sadness;;;
Не подивись?;Neutral;;;
Она не воскрешала!;Sadness;;;
Не затоскуй.;Joy;;;
Она обеспокоила?;Fear;;;
Хандри.;Sadness;;;
Не взволнуй.;Neutral;;;
Смейся!;Joy;;;
Она не сердилась!;Joy;;;
Не изматывай!;Anger;;;
Она не рассмеялась?;Surprise;;;
Она раздразнила.;Joy;;;
Поднимай?;Surprise;;;
Она не опечаливала?;Surprise;;;
Она любила!;Joy;;;
Она изумлялась?;Surprise;;;
Вдохновляйся?;Joy;;;
Она выстрадала!;Sadness;;;
Обожай!;Joy;;;
Она не заинтересовала.;Sadness;;;
Она не болела.;Joy;;;
Подружись.;Joy;;;
Не тужи?;Surprise;;;
Закручинься.;Sadness;;;
Она не давила!;Joy;;;
Не подивись!;Anger;;;
Насыщайся?;Joy;;;
Не приуной.;Joy;;;
Она измочаливала.;Sadness;;;
Вспыли?;Anger;;;
Она глушила.;Neutral;;;
Она не намучилась.;Joy;;;
Не огорчайся!;Joy;;;
Не сокруши.;Neutral;;;
Не возвеселись!;Sadness;;;
Не окрылись?;Surprise;;;
Она не недоумевала.;Joy;;;
Она осерчала.;Anger;;;
Не посетуй!;Anger;;;
Не пугайся?;Surprise;;;
Она воскресала.;Neutral;;;
Понервничай!;Fear;;;
Посетуй?;Sadness;;;
Содрогайся?;Fear;;;
Она не наскучила?;Surprise;;;
Не развлекайся.;Sadness;;;
Не отчаивайся?;Surprise;;;
Резвись.;Joy;;;
Люби!;Joy;;;
Взбадривайся?;Joy;;;
Изнывай?;Sadness;;;
Упивайся!;Anger;;;
Она не гневалась.;Joy;;;
Расстрой!;Sadness;;;
Она взбодрилась?;Joy;;;
Она не презирала?;Surprise;;;
Она озлила.;Anger;;;
Она убивала!;Anger;;;
Не преследуй.;Anger;;;
Захандри!;Sadness;;;
Она радовала.;Joy;;;
Она не надулась.;Joy;;;
Устрашись.;Fear;;;
Она смутилась!;Fear;;;
Она не разозлила.;Joy;;;
Взволнуйся.;Fear;;;
Сникай!;Sadness;;;
Она загоревала!;Sadness;;;
Не гордись.;Sadness;;;
Она не освежилась!;Sadness;;;
Она не терпела.;Neutral;;;
Развлекай!;Joy;;;
Она не обиделась.;Joy;;;
Она паниковала.;Fear;;;
Дрейфи!;Fear;;;
Она не хлебнула.;Neutral;;;
Не устрашай?;Surprise;;;
Дуйся!;Sadness;;;
Не утомись?;Surprise;;;
Она трусила?;Fear;;;
Она раздражилась.;Anger;;;
Озли!;Anger;;;
Не никни?;Surprise;;;
Не изматывай.;Joy;;;
Не окрылись.;Sadness;;;
Не наслаждайся.;Sadness;;;
Не устраши.;Joy;;;
Она перепугала.;Fear;;;
Потрясай.;Surprise;;;
Не тревожь.;Neutral;;;
Не вознегодуй.;Fear;;;
Она не тряслась?;Surprise;;;
Она упилась?;Surprise;;;
Приуной.;Sadness;;;
Она маялась?;Sadness;;;
Погневайся!;Anger;;;
Она не услаждалась!;Sadness;;;
Не взволнуйся!;Joy;;;
Не рассмеши!;Sadness;;;
Восхити?;Joy;;;
Она понервничала!;Fear;;;
Весели.;Joy;;;
Она не осердилась?;Surprise;;;
Вытерпи.;Sadness;;;
Она не погрустнела?;Surprise;;;
Не мучься.;Joy;;;
Она расцвела!;Joy;;;
Она досадовала?;Sadness;;;
Взгрустни!;Sadness;;;
Возликуй.;Joy;;;
Не пугайся.;Joy;;;
Раздражайся!;Anger;;;
Она не разволновала.;Neutral;;;
Заскучай.;Sadness;;;
Не гордись!;Anger;;;
Она не наслаждалась?;Surprise;;;
Она не возликовала!;Sadness;;;
Зли!;Anger;;;
Она не нервировала.;Joy;;;
Не осознавай!;Anger;;;
Не раздразнивай.;Anger;;;
Она не изводилась!;Joy;;;
Нервируй.;Fear;;;
Она не умаялась?;Surprise;;;
Она не погрустнела.;Joy;;;
Перетерпи.;Joy;;;
Она не досадовала!;Joy;;;
Она не наслаждалась.;Sadness;;;
Не надивись?;Surprise;;;
Она предвкушала!;Joy;;;
Она не потрясла?;Surprise;;;
Не ободряйся.;Sadness;;;
Она не разозлилась!;Joy;;;
Не весели!;Sadness;;;
Горюй!;Sadness;;;
Не истерзайся.;Neutral;;;
Не устраши!;Anger;;;
Не опупей!;Anger;;;
Она убивалась?;Surprise;;;
Не плавай?;Surprise;;;
Не терзайся?;Surprise;;;
Она восхищала.;Joy;;;
Омрачись!;Sadness;;;
Не терпи!;Joy;;;
Предвкушай!;Joy;;;
Она не радовалась!;Sadness;;;
Она не смутилась!;Joy;;;
Она возрыдала.;Sadness;;;
Она измоталась?;Surprise;;;
Подивись.;Surprise;;;
Обеспокой.;Fear;;;
Не сокрушайся?;Surprise;;;
Она не измаялась.;Joy;;;
Она подивила!;Surprise;;;
Она не помрачалась!;Joy;;;
Не дави!;Anger;;;
Не удовольствуйся!;Sadness;;;
Не обозли?;Surprise;;;
Она развлекала!;Joy;;;
Не доставай.;Anger;;;
Она не развлекала!;Sadness;;;
Не доставай!;Anger;;;
Она не обижалась?;Surprise;;;
Она опостылела!;Sadness;;;
Она не приуныла.;Joy;;;
Не порази.;Neutral;;;
Она обалдевала!;Surprise;;;
Обеспокой!;Fear;;;
Недоумевай?;Surprise;;;
Не сожалей?;Surprise;;;
Она не перетерпела.;Anger;;;
Она домучилась.;Sadness;;;
Не изнури.;Neutral;;;
Она не перетрусила?;Surprise;;;
Взбелени!;Anger;;;
Она нарадовалась!;Joy;;;
Оплачь!;Sadness;;;
Не изнервничайся!;Anger;;;
Она не опечалила!;Joy;;;
Разволнуй!;Fear;;;
Не люби!;Sadness;;;
Не стервеней.;Neutral;;;
Она не перепугалась?;Surprise;;;
Не потряси.;Neutral;;;
Не расстраивай!;Anger;;;
Она застращала?;Fear;;;
Она не мечтала!;Sadness;;;
Истомись.;Sadness;;;
Она не убивала?;Surprise;;;
Не раздражи!;Anger;;;
Она кручинилась?;Sadness;;;
Она не развлекалась.;Sadness;;;
Не забеспокойся.;Neutral;;;
Она не обеспокоилась.;Neutral;;;
